imagen,conf_matricula,texto_easyocr,tiempo_easyocr,texto_tesseract,tiempo_tesseract
6856FTK_3259_aug1.jpg,0.90973299741745,E6856FTK,0.7849068641662598,AE856FTK,0.38185954093933105
6856FTK_aug5.jpg,0.9051001667976379,6856FTK,0.6954338550567627,B6856FTK,0.3402061462402344
7213MCY.jpeg,0.8977198004722595,MCY7213,0.5295102596282959,,0.3233470916748047
7311DGP.jpeg,0.7680491805076599,,0.06587100028991699,R7SILOCR,0.29541969299316406
7311DGP.jpeg,0.817505419254303,Z3LLDGP,0.19765830039978027,B73110GF,0.36073899269104004
7519MHY_aug5.jpg,0.8198401927947998,OCG,0.11256766319274902,OCG,0.31482839584350586
7519MHY_aug5.jpg,0.9044963121414185,7519MHY,0.2028944492340088,R7S19WHY,0.3640599250793457
7822JLW.jpeg,0.8549423217773438,,0.060498952865600586,BPA22JLMI,0.3290529251098633
8453JCX_2338_aug3.jpg,0.9052941799163818,8453JCX,0.3312973976135254,8453JCX,0.3819127082824707
8453JCX_2338_aug4.jpg,0.9100905060768127,8453JCX,0.4105679988861084,A,0.3054468631744385
8453JCX_2338_aug4.jpg,0.8744821548461914,8453UJCX,0.3517420291900635,ET,0.3127176761627197
9394NCT.jpg,0.8412964344024658,9394NCI,0.216827392578125,19394NE,0.36200833320617676
9394NCT.jpg,0.8554258942604065,0394KCI,0.19419002532958984,19394NEEL,0.33588123321533203
9457HDV_2977_aug4.jpg,0.9172313213348389,9457HDV,1.2470345497131348,2,0.33667659759521484
9478DLB_5374_aug4.jpg,0.8841400742530823,9478DLB,0.2511255741119385,A9478DLB,0.31526899337768555
9622KRZ.jpg,0.8711340427398682,9622KRZ,0.4361686706542969,,0.3074350357055664
9758CNJ_2148KHB.jpeg,0.8866771459579468,9758CNJ,0.14646530151367188,49758CNJ,0.3198676109313965
9758CNJ_2148KHB.jpeg,0.7658427953720093,,0.06486988067626953,Z16KMB,0.3366711139678955
9758CNJ_2148KHB.jpeg,0.6440649032592773,,0.0656576156616211,SZ16KMG,0.33101320266723633
C0336BVY_9583_aug1.jpg,0.8856686353683472,C0366BVY,0.1843581199645996,P,0.31086158752441406
GC5332CM.jpg,0.9076725244522095,GC5332CM,0.7781083583831787,SCS330,0.37929582595825195
GC5332CM_aug5.jpg,0.9101296663284302,GC5332CM,0.7032270431518555,AGC533,0.3645901679992676
GC5961AZ_GC3523AY_3265BRH.jpg,0.868297278881073,GC3523AY,0.19944429397583008,GC3523AY,0.3034234046936035
GC5961AZ_GC3523AY_3265BRH.jpg,0.841894805431366,IGC5961AZ,0.18576407432556152,AGC5961AZ,0.30266880989074707
GC6341CD_aug5.jpg,0.9106595516204834,GC6341CD,0.2086961269378662,6C6341C0,0.3176090717315674
GC6341CD_aug5.jpg,0.9101510047912598,GC6341CD,0.22568869590759277,16C6341CD,0.3514726161956787
GC8521CG_7430_aug5.jpg,0.9339863657951355,67G68521CG,1.5930306911468506,SS,0.4010787010192871
GC8521CG_aug1.jpg,0.8766594529151917,GE8521CG,1.440659761428833,SS,0.43930768966674805
GC9092BP_aug4.jpg,0.9141337871551514,E9092BPGC,1.3831536769866943,09288,0.38549327850341797
SE6207DV.jpg,0.9112527966499329,SE6207DV,0.3454453945159912,BSE6207DV,0.3581240177154541
SE6207DV_1344_aug5.jpg,0.8934820294380188,SE6207DV,0.35053133964538574,BSE6207DV,0.3133406639099121
SE6207DV_aug1.jpg,0.9105802178382874,SE6207DV,0.47930002212524414,6207N,0.3057396411895752
SE6207DV_aug4.jpg,0.9204357266426086,6207DVSE,0.554450273513794,4520,0.3766055107116699
